uuid,identifier,createdBy,createdAtGMT,modifiedBy,modifiedAtGMT,Dimension,Measurement
1000061593216531161,{Width__m_}: 3.15,Cass Venn,2020-06-27 00:09:01.891 GMT,Cass Venn,2020-06-27 00:09:01 GMT,Width (m),3.15
1000061593216544458,{Length__m_}: 2.6,Cass Venn,2020-06-27 00:09:12.727 GMT,Cass Venn,2020-06-27 00:09:12 GMT,Length (m),2.6
1000061593216558686,: 0.6,Cass Venn,2020-06-27 00:09:45.010 GMT,Cass Venn,2020-06-27 00:10:21 GMT,",max preserved height",0.6
1000061593218559175,{Width__m_}: 2.3,Cass Venn,2020-06-27 00:42:50.682 GMT,Cass Venn,2020-06-27 00:43:11 GMT,Width (m),2.3
1000061593218614116,{Length__m_}: 1.5,Cass Venn,2020-06-27 00:43:47.673 GMT,Cass Venn,2020-06-27 00:43:47 GMT,Length (m),1.5
1000061593218633067,{Height__m_}: .3,Cass Venn,2020-06-27 00:44:07.994 GMT,Cass Venn,2020-06-27 00:44:27 GMT,"Height (m),max pres height",0.3
1000041593218827407,{Diameter__m_}: 20,Penny Crook,2020-06-27 00:47:19.715 GMT,Penny Crook,2020-06-27 01:04:41 GMT,Diameter (m),20
1000061593219643538,{Diameter__m_}: 0.2,Cass Venn,2020-06-27 01:01:00.013 GMT,Cass Venn,2020-06-27 01:03:36 GMT,Diameter (m),0.2
1000061593221124605,{Width__m_}: 2.7,Cass Venn,2020-06-27 01:25:35.473 GMT,Cass Venn,2020-06-27 01:26:03 GMT,Width (m),"2.7,max width"
1000061593221176570,{Width__m_}: 1.4,Cass Venn,2020-06-27 01:26:25.486 GMT,Cass Venn,2020-06-27 01:26:57 GMT,"Width (m),interior ",1.4
1000061593221233605,{Length__m_}: 1.5,Cass Venn,2020-06-27 01:27:21.659 GMT,Cass Venn,2020-06-27 01:27:31 GMT,"Length (m),max",1.5
1000061593221270519,{Length__m_}: 0.9,Cass Venn,2020-06-27 01:28:00.779 GMT,Cass Venn,2020-06-27 01:28:18 GMT,"Length (m),internal",0.9
1000061593221301668,{Height__m_}: 0.5,Cass Venn,2020-06-27 01:28:55.072 GMT,Cass Venn,2020-06-27 01:28:55 GMT,"Height (m),max preserved height",0.5
1000041593221824073,{Diameter__m_}: 5,Penny Crook,2020-06-27 01:37:13.022 GMT,Penny Crook,2020-06-27 01:37:13 GMT,Diameter (m),5
1000041593222878201,{Diameter__m_}: 3,Penny Crook,2020-06-27 01:54:45.081 GMT,Penny Crook,2020-06-27 01:54:55 GMT,Diameter (m),3
1000061593223035769,{Width__m_}: 3,Cass Venn,2020-06-27 01:57:20.845 GMT,Cass Venn,2020-06-27 01:57:20 GMT,Width (m),3
1000061593223042565,{Width__m_}: 1.2,Cass Venn,2020-06-27 01:57:34.862 GMT,Cass Venn,2020-06-27 01:57:34 GMT,"Width (m),internal",1.2
1000061593223056600,{Length__m_}: 2.7,Cass Venn,2020-06-27 01:57:44.145 GMT,Cass Venn,2020-06-27 01:57:48 GMT,Length (m),2.7
1000061593223069662,{Length__m_}: 1.2,Cass Venn,2020-06-27 01:58:03.859 GMT,Cass Venn,2020-06-27 01:58:03 GMT,"Length (m),interior",1.2
1000061593223087817,{Height__m_}: 0.4,Cass Venn,2020-06-27 01:58:15.157 GMT,Cass Venn,2020-06-27 01:58:19 GMT,"Height (m),max pres",0.4
1000041593223549987,{Diameter__m_}: 1,Penny Crook,2020-06-27 02:05:59.370 GMT,Penny Crook,2020-06-27 02:05:59 GMT,Diameter (m),1
1000041593223896069,{Diameter__m_}: .20,Penny Crook,2020-06-27 02:11:58.637 GMT,Penny Crook,2020-06-27 02:13:14 GMT,Diameter (m),".20,est"
1000041593223930685,{Height__m_}: .90,Penny Crook,2020-06-27 02:12:22.707 GMT,Penny Crook,2020-06-27 02:12:59 GMT,Height (m),0.9
1000021593223953547,{Diameter__m_}: 0.25,Shawn  Ross,2020-06-27 02:12:41.423 GMT,Shawn  Ross,2020-06-27 02:12:48 GMT,Diameter (m),0.25
1000021593223992378,{Height__m_}: 0.9,Shawn  Ross,2020-06-27 02:13:26.010 GMT,Shawn  Ross,2020-06-27 02:13:26 GMT,Height (m),0.9
1000021593224144626,{Diameter__m_}: 0.35,Shawn  Ross,2020-06-27 02:15:53.969 GMT,Shawn  Ross,2020-06-27 02:16:03 GMT,Diameter (m),0.35
1000041593224155622,{Length__m_}: 3,Penny Crook,2020-06-27 02:16:07.473 GMT,Penny Crook,2020-06-27 02:16:07 GMT,Length (m),3
1000021593224170557,{Height__m_}: 1.0,Shawn  Ross,2020-06-27 02:16:18.100 GMT,Shawn  Ross,2020-06-27 02:16:18 GMT,Height (m),1
1000041593224231135,{Length__m_}: .4,Penny Crook,2020-06-27 02:17:22.621 GMT,Penny Crook,2020-06-27 02:17:35 GMT,Length (m),0.4
1000021593224231244,{Diameter__m_}: 0.2,Shawn  Ross,2020-06-27 02:17:26.728 GMT,Shawn  Ross,2020-06-27 02:17:26 GMT,Diameter (m),0.2
1000021593224249106,{Height__m_}: 0.7,Shawn  Ross,2020-06-27 02:17:42.155 GMT,Shawn  Ross,2020-06-27 02:17:42 GMT,Height (m),0.7
1000041593224259047,{Diameter__m_}: .25,Penny Crook,2020-06-27 02:17:46.193 GMT,Penny Crook,2020-06-27 02:18:15 GMT,Diameter (m),0.25
1000071593224350537,{Width__m_}: 3.9,Glenn van der Kolk,2020-06-27 02:19:26.042 GMT,Glenn van der Kolk,2020-06-27 02:20:08 GMT,"Width (m),max external",3.9
1000071593224411348,{Width__m_}: 1.2,Glenn van der Kolk,2020-06-27 02:20:32.171 GMT,Glenn van der Kolk,2020-06-27 02:20:52 GMT,"Width (m),internal",1.2
1000071593224464405,{Length__m_}: 2.8,Glenn van der Kolk,2020-06-27 02:21:25.835 GMT,Glenn van der Kolk,2020-06-27 02:21:33 GMT,"Length (m),max external",2.8
1000071593224496265,{Length__m_}: 1.7,Glenn van der Kolk,2020-06-27 02:21:46.257 GMT,Glenn van der Kolk,2020-06-27 02:22:00 GMT,"Length (m),internal",1.7
1000071593224566807,{Height__m_}: 0.6,Glenn van der Kolk,2020-06-27 02:22:56.443 GMT,Glenn van der Kolk,2020-06-27 02:23:12 GMT,"Height (m),max preserved height",0.6
1000021593225218572,{Diameter__m_}: 0.3,Shawn  Ross,2020-06-27 02:33:54.217 GMT,Shawn  Ross,2020-06-27 02:37:14 GMT,Diameter (m),"0.3,first trunk of y-shaped stump. all diameter measurements at cut."
1000021593225272586,{Diameter__m_}: 0.35,Shawn  Ross,2020-06-27 02:34:40.501 GMT,Shawn  Ross,2020-06-27 02:35:25 GMT,Diameter (m),"0.35,second trunk"
1000021593225349226,{Height__m_}: 1.2,Shawn  Ross,2020-06-27 02:35:58.351 GMT,Shawn  Ross,2020-06-27 02:35:58 GMT,Height (m),1.2
1000021593225556513,{Diameter__m_}: 0.35,Shawn  Ross,2020-06-27 02:39:29.786 GMT,Shawn  Ross,2020-06-27 02:39:29 GMT,Diameter (m),0.35
1000041593225568709,{Diameter__m_}: .35,Penny Crook,2020-06-27 02:39:35.653 GMT,Penny Crook,2020-06-27 02:39:38 GMT,Diameter (m),0.35
1000021593225572588,{Height__m_}: 0.8,Shawn  Ross,2020-06-27 02:39:40.862 GMT,Shawn  Ross,2020-06-27 02:39:48 GMT,Height (m),0.8
1000041593225586814,{Length__m_}: 4,Penny Crook,2020-06-27 02:39:57.844 GMT,Penny Crook,2020-06-27 02:39:57 GMT,Length (m),4
1000021593225661897,{Diameter__m_}: 0.35,Shawn  Ross,2020-06-27 02:41:09.759 GMT,Shawn  Ross,2020-06-27 02:41:09 GMT,Diameter (m),0.35
1000021593225671966,{Length__m_}: 2.5,Shawn  Ross,2020-06-27 02:41:19.026 GMT,Shawn  Ross,2020-06-27 02:41:26 GMT,Length (m),2.5
1000041593225731232,{Diameter__m_}: .3,Penny Crook,2020-06-27 02:42:27.132 GMT,Penny Crook,2020-06-27 02:42:33 GMT,Diameter (m),".3,at base"
1000041593225758032,{Length__m_}: 1.2,Penny Crook,2020-06-27 02:42:55.412 GMT,Penny Crook,2020-06-27 02:43:00 GMT,Length (m),1.2
1000071593226001758,{Width__m_}: 2.9,Glenn van der Kolk,2020-06-27 02:46:50.066 GMT,Glenn van der Kolk,2020-06-27 02:47:11 GMT,"Width (m),ext max width",2.9
1000071593226034543,{Width__m_}: 1.3,Glenn van der Kolk,2020-06-27 02:47:24.115 GMT,Glenn van der Kolk,2020-06-27 02:47:24 GMT,"Width (m),internal",1.3
1000071593226067345,{Length__m_}: 2,Glenn van der Kolk,2020-06-27 02:47:56.505 GMT,Glenn van der Kolk,2020-06-27 02:48:16 GMT,"Length (m),max external",2
1000071593226098667,{Length__m_}: 1,Glenn van der Kolk,2020-06-27 02:48:26.135 GMT,Glenn van der Kolk,2020-06-27 02:48:57 GMT,"Length (m),max internal",1
1000071593226143635,{Height__m_}: 0.3,Glenn van der Kolk,2020-06-27 02:49:13.421 GMT,Glenn van der Kolk,2020-06-27 02:49:47 GMT,"Height (m),max preserved height",0.3
1000041593226900113,{Length__m_}: 4,Penny Crook,2020-06-27 03:01:49.599 GMT,Penny Crook,2020-06-27 03:01:49 GMT,Length (m),4
1000041593226925515,{Diameter__m_}: .25,Penny Crook,2020-06-27 03:02:15.691 GMT,Penny Crook,2020-06-27 03:02:15 GMT,Diameter (m),0.25
1000041593227124761,{Height__m_}: .45,Penny Crook,2020-06-27 03:05:33.428 GMT,Penny Crook,2020-06-27 03:05:33 GMT,Height (m),0.45
1000041593227136129,{Diameter__m_}: .3,Penny Crook,2020-06-27 03:05:46.513 GMT,Penny Crook,2020-06-27 03:05:46 GMT,Diameter (m),0.3
1000071593227400636,{Width__m_}: 3.4,Glenn van der Kolk,2020-06-27 03:10:19.165 GMT,Glenn van der Kolk,2020-06-27 03:10:34 GMT,"Width (m),max external",3.4
1000071593227436581,{Width__m_}: 1.3,Glenn van der Kolk,2020-06-27 03:10:44.130 GMT,Glenn van der Kolk,2020-06-27 03:10:52 GMT,"Width (m),max internal",1.3
1000041593227447622,{Height__m_}: .4,Penny Crook,2020-06-27 03:10:58.189 GMT,Penny Crook,2020-06-27 03:10:58 GMT,Height (m),0.4
1000071593227454542,{Length__m_}: 2.1,Glenn van der Kolk,2020-06-27 03:11:03.453 GMT,Glenn van der Kolk,2020-06-27 03:11:12 GMT,"Length (m),max external",2.1
1000041593227463601,{Diameter__m_}: .25,Penny Crook,2020-06-27 03:11:12.110 GMT,Penny Crook,2020-06-27 03:11:19 GMT,Diameter (m),0.25
1000071593227474370,{Length__m_}: 0.9,Glenn van der Kolk,2020-06-27 03:11:24.523 GMT,Glenn van der Kolk,2020-06-27 03:11:40 GMT,"Length (m),max internal",0.9
1000071593227503123,{Height__m_}: 0.4,Glenn van der Kolk,2020-06-27 03:11:50.627 GMT,Glenn van der Kolk,2020-06-27 03:12:00 GMT,"Height (m),max pres",0.4
1000041593227526684,{Height__m_}: .7,Penny Crook,2020-06-27 03:12:13.553 GMT,Penny Crook,2020-06-27 03:12:13 GMT,Height (m),0.7
1000041593227535797,{Diameter__m_}: .2,Penny Crook,2020-06-27 03:12:24.839 GMT,Penny Crook,2020-06-27 03:12:24 GMT,Diameter (m),0.2
1000071593232058799,{Width__m_}: 1.8,Glenn van der Kolk,2020-06-27 04:27:52.603 GMT,Glenn van der Kolk,2020-06-27 04:27:52 GMT,"Width (m),ext max",1.8
1000071593232107467,{Width__m_}: 1.0,Glenn van der Kolk,2020-06-27 04:28:35.917 GMT,Glenn van der Kolk,2020-06-27 04:28:50 GMT,"Width (m),int in situ estimate",1
1000071593232133418,{Length__m_}: 1.5,Glenn van der Kolk,2020-06-27 04:29:00.874 GMT,Glenn van der Kolk,2020-06-27 04:29:37 GMT,"Length (m),ext max",1.5
1000071593232180736,{Length__m_}: 0.7,Glenn van der Kolk,2020-06-27 04:29:48.439 GMT,Glenn van der Kolk,2020-06-27 04:29:56 GMT,"Length (m),int max",0.7
1000071593232238589,{Height__m_}: 0.2,Glenn van der Kolk,2020-06-27 04:30:47.896 GMT,Glenn van der Kolk,2020-06-27 04:31:13 GMT,"Height (m),max pres height",0.2
1000041593232637813,{Diameter__m_}: 3,Penny Crook,2020-06-27 04:37:27.712 GMT,Penny Crook,2020-06-27 04:37:27 GMT,Diameter (m),3
1000071593232925943,{Width__m_}: 3.0,Glenn van der Kolk,2020-06-27 04:42:13.370 GMT,Glenn van der Kolk,2020-06-27 04:44:01 GMT,"Width (m),max ext",3
1000071593233043701,{Width__m_}: 1.0,Glenn van der Kolk,2020-06-27 04:44:12.930 GMT,Glenn van der Kolk,2020-06-27 04:44:42 GMT,"Width (m),max int",1
1000071593233089166,{Length__m_}: 2.4,Glenn van der Kolk,2020-06-27 04:44:56.910 GMT,Glenn van der Kolk,2020-06-27 04:45:18 GMT,"Length (m),max ext",2.4
1000071593233120982,{Length__m_}: 1.3,Glenn van der Kolk,2020-06-27 04:45:28.199 GMT,Glenn van der Kolk,2020-06-27 04:45:45 GMT,Length (m),1.3
1000071593233173923,{Height__m_}: 0.5,Glenn van der Kolk,2020-06-27 04:46:21.407 GMT,Glenn van der Kolk,2020-06-27 04:47:45 GMT,"Height (m),max preserved height",0.5
1000041593233345206,{Other}: 10,Penny Crook,2020-06-27 04:49:30.554 GMT,Penny Crook,2020-06-27 04:49:40 GMT,Other,"10,m downslope"
1000041593233894776,{Other}: 10,Penny Crook,2020-06-27 04:58:22.117 GMT,Penny Crook,2020-06-27 04:58:55 GMT,Other,"10,m down slope from GPS point"
1000071593235105296,{Width__m_}: 5.6,Glenn van der Kolk,2020-06-27 05:18:32.707 GMT,Glenn van der Kolk,2020-06-27 05:19:21 GMT,"Width (m),max ext",5.6
1000071593235164792,{Width__m_}: 1.3,Glenn van der Kolk,2020-06-27 05:19:33.411 GMT,Glenn van der Kolk,2020-06-27 05:19:57 GMT,"Width (m),int hearth",1.3
1000071593235201956,{Length__m_}: 2.9,Glenn van der Kolk,2020-06-27 05:20:09.033 GMT,Glenn van der Kolk,2020-06-27 05:20:30 GMT,"Length (m),max hearth length",2.9
1000071593235233054,{Length__m_}: 0.7,Glenn van der Kolk,2020-06-27 05:20:44.637 GMT,Glenn van der Kolk,2020-06-27 05:20:55 GMT,"Length (m),int hearth",0.7
1000071593235258550,{Height__m_}: 0.8,Glenn van der Kolk,2020-06-27 05:21:05.488 GMT,Glenn van der Kolk,2020-06-27 05:21:18 GMT,"Height (m),max preserved",0.8
1000071593235283194,{Length__m_}: 2.4,Glenn van der Kolk,2020-06-27 05:21:39.605 GMT,Glenn van der Kolk,2020-06-27 05:21:39 GMT,"Length (m),E wall",2.4
1000071593235310048,{Width__m_}: 0.9,Glenn van der Kolk,2020-06-27 05:21:59.313 GMT,Glenn van der Kolk,2020-06-27 05:22:12 GMT,"Width (m),E wall",0.9
1000071593235338614,{Height__m_}: 0.6,Glenn van der Kolk,2020-06-27 05:22:29.910 GMT,Glenn van der Kolk,2020-06-27 05:22:29 GMT,"Height (m),max preserved ",0.6
1000021593236085138,{Width__m_}: 2.8,Shawn  Ross,2020-06-27 05:35:00.460 GMT,Shawn  Ross,2020-06-27 05:35:14 GMT,"Width (m),max exterior",2.8
1000021593236127037,{Width__m_}: .7,Shawn  Ross,2020-06-27 05:35:38.819 GMT,Shawn  Ross,2020-06-27 05:35:53 GMT,"Width (m),interior",0.7
1000021593236160890,{Length__m_}: 2.2,Shawn  Ross,2020-06-27 05:36:13.826 GMT,Shawn  Ross,2020-06-27 05:36:44 GMT,"Length (m),exterior",2.2
1000021593236210802,{Length__m_}: 1,Shawn  Ross,2020-06-27 05:36:58.661 GMT,Shawn  Ross,2020-06-27 05:37:08 GMT,"Length (m),interior",1
1000021593236231917,{Height__m_}: .5,Shawn  Ross,2020-06-27 05:37:24.359 GMT,Shawn  Ross,2020-06-27 05:37:38 GMT,"Height (m),Max preserved",0.5
1000071593236831928,{Length__m_}: 3.4,Glenn van der Kolk,2020-06-27 05:47:22.395 GMT,Glenn van der Kolk,2020-06-27 05:47:35 GMT,Length (m),3.4
1000071593236857643,{Width__m_}: 2.8,Glenn van der Kolk,2020-06-27 05:47:44.881 GMT,Glenn van der Kolk,2020-06-27 05:47:57 GMT,Width (m),2.8
1000021593237566155,{Length__m_}: 1.7,Shawn  Ross,2020-06-27 06:00:38.774 GMT,Shawn  Ross,2020-06-27 06:04:48 GMT,"Length (m),exterior length preserved",1.7
1000021593237644320,{Width__m_}: 2.3,Shawn  Ross,2020-06-27 06:00:49.291 GMT,Shawn  Ross,2020-06-27 06:03:15 GMT,"Width (m),exterior",2.3
1000021593237651556,{Height__m_}: .25,Shawn  Ross,2020-06-27 06:00:54.536 GMT,Shawn  Ross,2020-06-27 06:05:43 GMT,"Height (m),Max preserved",0.25
1000021593237799813,{Width__m_}: 1.2,Shawn  Ross,2020-06-27 06:03:26.746 GMT,Shawn  Ross,2020-06-27 06:03:35 GMT,"Width (m),interior",1.2
1000021593237891839,{Length__m_}: 1.1,Shawn  Ross,2020-06-27 06:05:14.530 GMT,Shawn  Ross,2020-06-27 06:05:25 GMT,"Length (m),interior",1.1
1000071593238052976,{Width__m_}: 3.4,Glenn van der Kolk,2020-06-27 06:07:45.145 GMT,Glenn van der Kolk,2020-06-27 06:08:08 GMT,"Width (m),max ext",3.4
1000071593238090933,{Width__m_}: 1.3,Glenn van der Kolk,2020-06-27 06:08:28.076 GMT,Glenn van der Kolk,2020-06-27 06:08:56 GMT,"Width (m),approx int in situ",1.3
1000071593238137967,{Length__m_}: 3.2,Glenn van der Kolk,2020-06-27 06:09:16.679 GMT,Glenn van der Kolk,2020-06-27 06:09:29 GMT,"Length (m),max ext",3.2
1000071593238172523,{Length__m_}: 1.0,Glenn van der Kolk,2020-06-27 06:09:40.488 GMT,Glenn van der Kolk,2020-06-27 06:10:03 GMT,"Length (m),max int",1
1000071593238218641,{Height__m_}: 0.8,Glenn van der Kolk,2020-06-27 06:10:25.772 GMT,Glenn van der Kolk,2020-06-27 06:10:33 GMT,"Height (m),max preserved height",0.8
1000021593238316759,{Length__m_}: .35,Shawn  Ross,2020-06-27 06:12:03.761 GMT,Shawn  Ross,2020-06-27 06:12:49 GMT,Length (m),0.35
1000021593238388972,{Width__m_}: .035,Shawn  Ross,2020-06-27 06:13:20.359 GMT,Shawn  Ross,2020-06-27 06:13:55 GMT,Width (m),".035,3.5cm wide"
1000071593300476490,{Width__m_}: 2.1,Glenn van der Kolk,2020-06-27 23:28:05.415 GMT,Glenn van der Kolk,2020-06-27 23:28:49 GMT,"Width (m),max ext",2.1
1000071593300533832,{Width__m_}: 1.0,Glenn van der Kolk,2020-06-27 23:29:05.865 GMT,Glenn van der Kolk,2020-06-27 23:29:05 GMT,"Width (m),max int",1
1000071593300557972,{Length__m_}: 2.3,Glenn van der Kolk,2020-06-27 23:29:25.897 GMT,Glenn van der Kolk,2020-06-27 23:29:32 GMT,"Length (m),max ext",2.3
1000041593300583454,{Width__m_}: 3.4,Penny Crook,2020-06-27 23:29:54.623 GMT,Penny Crook,2020-06-27 23:30:02 GMT,Width (m),"3.4,max ext"
1000071593300581956,{Length__m_}: 0.85,Glenn van der Kolk,2020-06-27 23:29:56.871 GMT,Glenn van der Kolk,2020-06-27 23:29:56 GMT,"Length (m),max int",0.85
1000071593300610113,{Height__m_}: 0.3,Glenn van der Kolk,2020-06-27 23:30:18.993 GMT,Glenn van der Kolk,2020-06-27 23:30:27 GMT,"Height (m),max preserved",0.3
1000041593300609498,{Width__m_}: 1.4,Penny Crook,2020-06-27 23:30:20.466 GMT,Penny Crook,2020-06-27 23:30:20 GMT,"Width (m),interior width",1.4
1000041593300656900,{Length__m_}: 2.2,Penny Crook,2020-06-27 23:31:08.671 GMT,Penny Crook,2020-06-27 23:31:08 GMT,"Length (m),Max exterior",2.2
1000041593300702193,{Width__m_}: 1.4,Penny Crook,2020-06-27 23:32:01.324 GMT,Penny Crook,2020-06-27 23:32:01 GMT,"Width (m),interior",1.4
1000041593300735749,{Length__m_}: 2.2,Penny Crook,2020-06-27 23:32:25.190 GMT,Penny Crook,2020-06-27 23:32:25 GMT,"Length (m),max ext",2.2
1000041593300759984,{Length__m_}: .7,Penny Crook,2020-06-27 23:32:53.388 GMT,Penny Crook,2020-06-27 23:32:53 GMT,"Length (m),interior",0.7
1000041593300775211,{Height__m_}: .55,Penny Crook,2020-06-27 23:33:04.249 GMT,Penny Crook,2020-06-27 23:33:04 GMT,"Height (m),max preserved",0.55
1000041593300803551,{Width__m_}: 3.4,Penny Crook,2020-06-27 23:33:31.412 GMT,Penny Crook,2020-06-27 23:33:38 GMT,"Width (m),width of platform",3.4
1000041593300821863,{Length__m_}: 5.7,Penny Crook,2020-06-27 23:33:48.871 GMT,Penny Crook,2020-06-27 23:34:22 GMT,"Length (m),length of platform",5.7
1000071593303161611,{Width__m_}: 3.7,Glenn van der Kolk,2020-06-28 00:13:04.799 GMT,Glenn van der Kolk,2020-06-28 00:13:04 GMT,"Width (m),max ext",3.7
1000071593303194958,{Width__m_}: 1.2,Glenn van der Kolk,2020-06-28 00:13:27.291 GMT,Glenn van der Kolk,2020-06-28 00:13:27 GMT,"Width (m),int max",1.2
1000071593303213377,{Length__m_}: 3.1,Glenn van der Kolk,2020-06-28 00:13:40.553 GMT,Glenn van der Kolk,2020-06-28 00:13:49 GMT,"Length (m),max ext",3.1
1000071593303234637,{Length__m_}: 0.7,Glenn van der Kolk,2020-06-28 00:14:03.410 GMT,Glenn van der Kolk,2020-06-28 00:14:10 GMT,"Length (m),max int",0.7
1000071593303268745,{Height__m_}: 0.9,Glenn van der Kolk,2020-06-28 00:14:42.044 GMT,Glenn van der Kolk,2020-06-28 00:14:42 GMT,"Height (m),max preserved",0.9
1000061593303386919,{Width__m_}: 3.2,Cass Venn,2020-06-28 00:16:34.234 GMT,Cass Venn,2020-06-28 00:16:34 GMT,Width (m),3.2
1000061593303397366,{Width__m_}: 1.15,Cass Venn,2020-06-28 00:16:44.554 GMT,Cass Venn,2020-06-28 00:17:07 GMT,"Width (m),interior",1.15
1000061593303440488,{Length__m_}: 1.7,Cass Venn,2020-06-28 00:17:32.479 GMT,Cass Venn,2020-06-28 00:17:38 GMT,Length (m),1.7
1000061593303461500,{Length__m_}: 0.7,Cass Venn,2020-06-28 00:17:48.353 GMT,Cass Venn,2020-06-28 00:18:06 GMT,"Length (m),interior",0.7
